1.76, -0.60, 1.00, -1.18, -0.23, 0.60, -2.00, 0.43, 0.21, -0.15, -1.09, -1.16
0.86, -0.13, 0.11, -1.28, -0.25, 0.75, -1.97, 0.55, 0.78, -0.08, -1.05, -1.58
0.24, -0.66, -0.02, -1.19, -0.51, 0.93, -0.67, -0.07, -1.24, -0.37, -1.10, -1.74
0.90, -0.36, 0.21, -1.06, -0.34, 1.03, -0.96, 1.95, -0.52, -0.02, -0.88, -1.85
0.18, 0.09, 0.52, -0.98, -0.43, 0.74, -0.88, 1.79, -0.18, -0.21, -0.83, -1.62
-0.04, -0.52, 0.78, -0.78, -0.44, 0.72, -1.19, 0.61, -0.51, -0.16, -0.90, -1.39
0.28, -0.05, 0.01, -0.99, -0.48, 0.63, -1.31, 0.98, -0.11, -0.09, -0.98, -1.31
-0.34, 0.12, -0.29, -0.83, -0.43, 0.66, -0.36, 0.48, -0.29, -0.29, -0.95, -1.20
-0.72, -0.04, -0.03, -0.71, -0.34, 0.63, -0.73, -0.67, -0.72, -0.22, -0.83, -1.01
-0.50, -0.11, 0.18, -0.97, -0.10, 0.59, -0.12, -0.28, -0.89, 0.22, -0.89, -0.99
0.08, -0.48, 0.13, -1.13, 0.04, 0.43, -0.51, 0.06, -0.08, 0.32, -0.91, -1.01
0.70, 0.00, 0.23, -1.23, -0.02, 0.36, -1.63, 0.91, 0.98, 0.40, -0.91, -1.05
1.05, -0.65, 0.46, -1.42, -0.21, 0.65, -1.77, 1.06, -0.02, 0.35, -0.90, -1.06
1.05, -0.23, 0.71, -1.39, -0.37, 0.77, -1.85, 1.29, 0.28, 0.23, -0.93, -1.04
0.90, 0.19, 0.68, -1.47, -0.36, 0.77, -1.27, 1.02, -0.03, 0.18, -1.09, -1.11
1.27, -0.87, 1.76, -1.51, -0.45, 0.81, -3.43, 1.28, -0.62, 0.19, -1.21, -1.17
1.35, -0.90, 2.64, -1.78, -0.28, 0.93, -3.21, 1.28, -0.70, 0.33, -1.54, -1.14
1.71, -0.11, 1.94, -1.77, -0.53, 0.72, -2.54, 1.81, -1.06, 0.27, -1.85, -1.20
0.23, -0.47, -0.06, -1.68, -0.68, 0.89, -0.99, 0.46, -0.71, -0.15, -1.66, -1.29
-0.24, -0.71, 1.07, -1.45, -0.38, 0.98, -2.18, -0.69, -0.89, -0.07, -1.61, -1.26
-0.20, 0.15, 1.18, -1.96, -0.55, 0.75, -1.37, -0.19, -1.04, 0.19, -1.64, -1.27
-0.23, 1.32, 0.63, -2.04, -0.48, 0.69, 0.18, 0.70, -2.17, 0.35, -1.82, -1.42
-1.00, 1.97, 0.02, -1.89, -0.36, 0.79, 0.73, 0.69, -1.35, 0.38, -1.75, -1.47
-1.55, 2.34, -0.42, -1.88, -0.27, 0.53, 1.79, 0.76, -0.76, 0.54, -1.62, -1.35
-1.82, 2.18, -0.62, -1.86, -0.20, 0.30, 2.16, 0.29, -1.10, 0.75, -1.63, -1.27
-1.44, 2.50, 0.07, -1.68, -0.11, 0.19, 1.77, 0.44, -1.28, 0.92, -1.63, -1.20
-1.71, 2.79, 0.11, -1.65, -0.06, 0.07, 1.92, 0.56, -1.63, 1.06, -1.62, -1.04
-1.77, 2.07, 0.29, -1.64, 0.09, 0.08, 1.46, -0.42, -1.40, 1.08, -1.63, -0.86
-1.53, 0.79, 0.35, -1.79, 0.11, -0.11, 0.93, -0.83, -1.86, 1.30, -1.66, -0.84
-1.75, 1.33, 0.98, -1.78, -0.09, -0.11, 0.78, 0.52, -1.89, 1.32, -1.67, -0.81
-0.78, 1.58, 1.72, -1.85, -0.29, -0.33, 0.83, 1.40, -3.14, 1.48, -1.78, -0.61
0.10, 1.56, -0.54, -1.96, -0.54, -0.57, 0.56, 0.96, -1.81, 1.42, -1.70, -0.51
1.20, 2.40, 0.05, -1.72, -0.27, -0.37, 0.08, 2.92, -1.13, 1.56, -1.36, -0.37
0.97, -0.39, -1.54, -1.29, -0.17, -0.42, 0.67, 1.93, 0.00, 1.15, -1.10, -0.20
1.29, 0.00, -2.06, -0.97, -0.14, -0.44, 0.34, 1.19, 1.11, 1.04, -0.87, -0.15
1.59, 0.33, -2.22, -0.47, -0.05, -0.24, -0.25, 1.72, 1.15, 0.54, -0.45, -0.22
1.10, -0.61, -1.30, 0.02, 0.02, -0.15, 0.11, 0.97, 0.87, 0.21, -0.22, -0.11
0.79, 0.31, -1.64, -0.03, 0.12, -0.10, 0.84, 1.38, 0.79, 0.20, 0.03, -0.03
-0.34, 0.51, -1.37, 0.26, 0.21, -0.07, 1.19, 0.42, 0.41, 0.01, 0.18, -0.02
-0.56, 0.66, -0.51, 0.49, 0.37, -0.07, 0.67, 0.47, -0.28, 0.03, 0.32, -0.03
-0.44, 1.47, 1.29, 0.69, 0.25, -0.07, 0.09, 1.08, -1.39, -0.16, 0.36, 0.01
-0.33, 1.77, 1.79, 0.52, 0.07, 0.03, -0.06, 0.67, -1.90, -0.25, 0.20, 0.03
-1.36, 1.59, 2.04, 0.50, -0.01, 0.09, 0.28, -0.20, -2.38, -0.25, -0.02, 0.05
-1.34, 1.23, 1.18, 0.24, -0.15, -0.24, 0.83, -0.46, -1.48, -0.02, -0.11, 0.04
-1.73, 1.19, 0.33, -0.02, -0.20, -0.23, 1.36, -0.44, -1.11, 0.10, -0.28, 0.05
-0.92, 0.85, -0.20, -0.10, -0.31, -0.14, 1.02, 0.00, -0.72, 0.05, -0.31, 0.05
0.78, 0.52, 0.45, -0.20, -0.34, -0.01, -0.82, 0.11, -0.33, -0.06, -0.23, 0.00
0.63, -0.88, -0.33, -0.15, -0.16, 0.01, -0.25, 0.26, 0.97, 0.11, -0.26, 0.09
0.55, -0.89, -1.34, -0.19, -0.27, -0.08, 0.13, -0.16, 1.42, -0.01, -0.16, 0.13
0.64, -0.86, -2.00, -0.11, -0.10, 0.03, 0.55, -0.18, 1.21, 0.16, -0.00, 0.08
0.75, -0.16, -1.53, -0.07, 0.17, -0.02, 0.27, 0.53, 1.39, 0.13, 0.16, 0.02
0.59, -0.05, 0.58, 0.20, 0.24, 0.11, -0.86, 0.42, 0.19, 0.02, 0.20, -0.06
0.08, -0.06, 0.58, 0.12, 0.05, -0.05, -0.38, 0.33, -0.01, -0.04, 0.06, 0.01
-0.06, 0.57, 0.26, -0.04, -0.03, 0.03, 0.05, 0.50, -0.47, -0.01, 0.06, 0.04
-0.46, 0.69, 0.67, 0.12, 0.03, 0.19, 0.35, 0.27, -1.10, -0.14, -0.00, -0.03
-0.39, 0.56, 0.45, -0.02, 0.00, -0.03, 0.29, 0.08, -0.82, 0.01, -0.00, -0.01
-0.50, 0.47, 0.25, 0.02, 0.04, -0.03, 0.40, 0.03, -0.47, -0.01, 0.05, 0.01
-0.39, 0.14, 0.08, 0.01, 0.05, -0.02, 0.22, -0.26, -0.13, 0.04, 0.07, 0.04
-0.23, 0.06, -0.02, -0.05, 0.07, -0.04, 0.35, 0.07, 0.12, 0.10, 0.03, 0.01
0.05, 0.45, 0.03, 0.01, 0.02, -0.02, 0.04, 0.41, 0.11, 0.01, 0.02, -0.01
-0.12, 0.24, 0.08, 0.04, -0.00, 0.04, 0.04, 0.08, 0.00, -0.10, 0.02, -0.02
-0.03, 0.17, 0.11, 0.00, -0.00, 0.01, 0.05, 0.19, -0.18, -0.01, 0.01, 0.01
-0.06, 0.44, -0.29, 0.04, -0.03, -0.02, 0.50, 0.02, -0.22, -0.07, -0.01, -0.02
-0.47, 0.04, 0.06, 0.23, 0.02, 0.17, 0.04, -0.34, 0.13, -0.25, -0.01, -0.18
-0.62, -0.05, -0.16, 0.06, 0.02, 0.03, 0.47, -0.05, 0.06, -0.10, 0.02, -0.12
0.24, 0.81, -0.13, -0.07, -0.03, -0.14, 0.30, 0.99, -0.56, 0.21, 0.07, 0.15
-0.04, 0.04, -0.32, 0.07, 0.04, -0.06, 0.04, -0.59, 0.60, 0.06, -0.03, 0.03
0.04, 0.31, 0.01, 0.01, -0.05, -0.02, -0.13, 0.53, 0.10, -0.03, -0.05, -0.07
-0.19, 0.75, 0.31, 0.08, -0.01, 0.03, 0.02, -0.85, -0.72, -0.09, 0.01, -0.02
-0.25, 0.60, 0.17, -0.01, 0.01, 0.00, 0.25, -0.02, -0.48, -0.04, 0.01, -0.04
-0.27, 0.41, -0.23, 0.01, 0.06, 0.01, 0.41, 0.09, 0.04, -0.01, 0.03, -0.04
0.05, 0.14, 0.00, 0.01, 0.04, 0.02, 0.06, 0.27, 0.06, -0.02, 0.01, -0.03
0.01, 0.40, 0.08, 0.01, -0.00, 0.01, -0.01, 0.17, 0.01, -0.01, -0.01, 0.01
-0.15, 0.22, -0.20, -0.01, -0.03, 0.01, 0.32, 0.18, -0.07, -0.03, -0.01, 0.01
-0.07, 0.28, 0.03, 0.02, -0.01, 0.01, 0.09, -0.02, -0.03, -0.03, -0.03, -0.03
-0.40, 0.25, -0.14, 0.01, -0.01, 0.00, 0.53, 0.26, -0.19, 0.01, -0.01, -0.00
-0.21, -0.02, 0.02, 0.04, 0.01, -0.01, 0.29, 0.01, -0.03, 0.01, 0.01, 0.03
0.00, 0.21, 0.10, -0.02, -0.00, -0.08, -0.01, 0.29, -0.09, 0.07, 0.01, 0.06
0.07, -0.23, -0.01, 0.02, -0.05, -0.02, -0.12, -0.23, 0.40, 0.03, -0.02, 0.14
0.63, -0.36, 0.45, -0.19, -0.10, -0.15, -1.25, -0.15, 0.95, 0.25, -0.08, 0.17
1.48, -1.19, 0.27, -0.46, -0.21, -0.20, -1.54, 0.55, 1.75, 0.51, -0.31, 0.28
1.74, -1.71, 0.19, -0.49, -0.51, -0.05, -2.69, -0.40, 3.18, 0.25, -0.55, 0.37
1.75, -2.10, 0.58, -1.07, -0.75, -0.40, -3.14, 0.26, 3.06, 0.93, -1.07, 0.63
1.40, -2.27, 0.61, -1.64, -1.11, -0.58, -3.27, -0.41, 2.59, 1.16, -1.56, 1.02
1.29, -1.46, 1.15, -2.17, -1.47, -0.81, -3.64, -0.16, 1.42, 1.41, -1.89, 1.42
0.58, -1.41, 1.61, -2.38, -1.64, -0.87, -3.49, -0.14, 0.45, 1.47, -2.17, 1.84
0.00, -0.64, 1.87, -2.69, -1.91, -1.08, -3.37, -0.45, -0.66, 1.29, -2.31, 2.25
-0.45, -0.81, 2.37, -2.78, -1.95, -1.09, -3.53, -0.47, -1.60, 1.20, -2.42, 2.65
-0.83, 0.14, 2.34, -2.87, -2.03, -1.11, -3.35, -0.51, -2.72, 0.62, -2.41, 2.75
-1.10, -0.15, 2.81, -2.54, -1.89, -1.07, -3.56, -1.45, -3.36, 0.10, -2.44, 2.84
-1.70, 0.01, 2.50, -2.57, -1.93, -1.06, -2.92, -1.86, -4.25, -0.35, -2.31, 2.75
-2.01, -0.18, 2.27, -2.61, -1.37, -1.01, -2.50, -2.22, -3.97, -0.39, -2.14, 2.75
-1.63, -0.06, 1.68, -2.25, -0.97, -0.99, -1.94, -1.98, -4.05, -0.60, -1.91, 2.62
-0.98, -0.03, 1.16, -2.08, -0.66, -0.84, -1.63, -1.61, -2.91, -0.71, -1.69, 2.32
-0.03, 0.06, 1.20, -1.88, -0.50, -0.69, -0.88, -1.82, -2.85, -1.01, -1.42, 1.64
-1.00, 0.03, 0.44, -1.50, -0.33, -0.47, 0.01, -1.63, -2.52, -0.91, -1.20, 1.21
-0.70, 0.27, -0.32, -1.06, -0.27, -0.45, 0.37, -1.77, -2.63, -0.66, -0.89, 0.96
-0.44, 0.37, -0.26, -0.66, -0.19, -0.18, 0.56, -1.45, -1.79, -0.44, -0.43, 0.65
-0.81, 0.94, -0.06, -0.41, -0.02, 0.22, 1.08, -2.58, -3.12, -0.42, -0.10, 0.17
-0.97, 1.22, 0.28, 0.20, 0.45, 0.63, 0.77, -3.00, -3.53, 0.25, 0.50, -0.29
-2.52, 1.83, -0.38, 0.69, 0.80, 1.03, 1.42, -3.87, -4.18, 0.55, 0.99, -0.83
-2.83, 1.26, 1.20, 1.59, 1.23, 1.72, -0.71, -4.52, -5.34, 1.15, 1.70, -1.31
-3.94, 0.92, 1.03, 2.17, 1.65, 2.40, -1.84, -6.60, -7.91, 1.53, 2.45, -2.18
-7.01, 2.37, 2.70, 3.07, 2.36, 2.83, -3.58, -9.02, -12.34, 2.13, 3.54, -3.46
-14.53, 3.38, 4.65, 3.74, 3.34, 2.98, -8.25, -13.16, -21.56, 2.54, 4.54, -4.82
-21.37, 2.48, 23.13, 4.81, 6.08, 4.41, -33.52, -20.15, -35.53, 1.81, 7.05, -7.04
-8.33, -6.27, 8.62, 8.14, 1.27, 8.98, -32.35, 8.45, -10.90, 0.88, 8.45, -10.78
-5.16, 4.77, 18.44, 9.22, 4.13, 3.87, -15.59, 2.65, -31.67, -8.91, 7.75, -6.18
-6.82, 13.97, 25.36, 12.78, 3.60, 4.44, -29.24, 2.60, -32.85, -12.13, 9.97, 1.37
0.71, 11.14, 21.55, 10.87, 1.14, 0.38, -34.79, 6.52, -28.03, -6.77, 6.95, 6.51
2.65, 3.02, 13.49, 7.67, 0.14, -2.96, -27.35, 0.81, -16.98, -0.59, 4.46, 7.47
2.56, -4.28, 15.16, 6.86, -0.28, -2.76, -27.22, 1.96, -5.74, -4.21, 4.45, 6.57
4.59, -0.11, 9.11, 4.01, -0.27, -2.97, -17.26, -5.20, -2.57, -0.48, 1.24, 5.82
4.38, -2.89, 8.49, 2.08, -0.17, -2.16, -13.31, -2.97, -1.08, 0.08, 1.24, 3.68
